epoch,step,train_F1,train_OA,train_mIoU,val_F1,val_OA,val_mIoU
31,39999,,,,0.45972731709480286,0.5628877878189087,0.2836601734161377
31,39999,0.5049182772636414,0.5986713171005249,0.3203659951686859,,,
32,41249,,,,0.4611247181892395,0.5549448132514954,0.28350111842155457
32,41249,0.5073089599609375,0.6019309163093567,0.32169392704963684,,,
33,42499,,,,0.44533154368400574,0.547588050365448,0.2712549865245819
33,42499,0.5134314894676208,0.6035622954368591,0.3267061114311218,,,
34,43749,,,,0.4660390615463257,0.5572233200073242,0.2867586016654968
34,43749,0.5197914242744446,0.610332190990448,0.3313639760017395,,,
35,44999,,,,0.45640262961387634,0.5583749413490295,0.2805543839931488
35,44999,0.524690568447113,0.6114702820777893,0.33528754115104675,,,
36,46249,,,,0.46283572912216187,0.5654716491699219,0.28632935881614685
36,46249,0.5177602767944336,0.6077625751495361,0.33035847544670105,,,
37,47499,,,,0.4697478115558624,0.5635461807250977,0.29032349586486816
37,47499,0.5189469456672668,0.6111588478088379,0.33182817697525024,,,
38,48749,,,,0.4723619818687439,0.565233051776886,0.29184073209762573
38,48749,0.5228410363197327,0.6132962703704834,0.33465203642845154,,,
39,49999,,,,0.4685247838497162,0.5685668587684631,0.29040464758872986
39,49999,0.5245081782341003,0.6128560304641724,0.3358023762702942,,,
40,51249,,,,0.4622947871685028,0.5670111775398254,0.2862223982810974
40,51249,0.5253587961196899,0.6127263903617859,0.3365718424320221,,,
41,52499,,,,0.469503790140152,0.5697824954986572,0.29083114862442017
41,52499,0.5286870002746582,0.6141071319580078,0.33850181102752686,,,
42,53749,,,,0.46997886896133423,0.565119743347168,0.29045453667640686
42,53749,0.5271986126899719,0.615322470664978,0.33827027678489685,,,
43,54999,,,,0.4700757563114166,0.5695576071739197,0.29137560725212097
43,54999,0.5302406549453735,0.6170154809951782,0.340529203414917,,,
44,56249,,,,0.46873584389686584,0.5670227408409119,0.2902134954929352
44,56249,0.5240200757980347,0.6142440438270569,0.33623120188713074,,,
