epoch,step,train_F1,train_OA,train_mIoU,val_F1,val_OA,val_mIoU
0,1249,,,,0.45908796787261963,0.5421358942985535,0.24913407862186432
0,1249,0.382966011762619,0.4632287919521332,0.19681669771671295,,,
1,2499,,,,0.5035380125045776,0.5436248183250427,0.27379024028778076
1,2499,0.5089916586875916,0.5521445870399475,0.27449318766593933,,,
2,3749,,,,0.6290211081504822,0.636208713054657,0.361787348985672
2,3749,0.5700231790542603,0.5962857007980347,0.3170003294944763,,,
3,4999,,,,0.6301765441894531,0.6238551735877991,0.36194172501564026
3,4999,0.5382336378097534,0.6331492066383362,0.35228005051612854,,,
4,6249,,,,0.6811687350273132,0.6793467402458191,0.408846378326416
4,6249,0.572333812713623,0.6613866686820984,0.3828035593032837,,,
5,7499,,,,0.5999804139137268,0.666574239730835,0.4094664454460144
5,7499,0.6093963980674744,0.6817795634269714,0.41447189450263977,,,
6,8749,,,,0.6255422234535217,0.6868008375167847,0.43407297134399414
6,8749,0.6255155205726624,0.6918506026268005,0.42937085032463074,,,
7,9999,,,,0.6525841355323792,0.6916852593421936,0.4452272057533264
7,9999,0.6627655029296875,0.706636905670166,0.4619499444961548,,,
8,11249,,,,0.6564991474151611,0.693577229976654,0.45064496994018555
8,11249,0.6772775650024414,0.7166714668273926,0.47548800706863403,,,
9,12499,,,,0.6449674963951111,0.6963627338409424,0.4437541961669922
9,12499,0.6887590289115906,0.7270686626434326,0.486304372549057,,,
10,13749,,,,0.6645287275314331,0.708011269569397,0.4631823003292084
10,13749,0.6950891017913818,0.7329349517822266,0.4937860071659088,,,
11,14999,,,,0.688464879989624,0.7096764445304871,0.48021891713142395
11,14999,0.7156911492347717,0.7388257384300232,0.5099140405654907,,,
12,16249,,,,0.702614426612854,0.7206394076347351,0.4939712584018707
12,16249,0.7256456613540649,0.7457222938537598,0.5206046104431152,,,
13,17499,,,,0.7109041810035706,0.7225526571273804,0.5012590289115906
13,17499,0.7455244660377502,0.7551878690719604,0.5400813817977905,,,
14,18749,,,,0.7142783403396606,0.724784791469574,0.5045225620269775
14,18749,0.7519798278808594,0.7586149573326111,0.5456408262252808,,,
15,19999,,,,0.7111151814460754,0.7195231914520264,0.5011800527572632
15,19999,0.764718770980835,0.7624809145927429,0.5591049194335938,,,
16,21249,,,,0.7188981771469116,0.7231852412223816,0.5074442625045776
16,21249,0.7677962779998779,0.7648277282714844,0.5616533160209656,,,
17,22499,,,,0.7185488939285278,0.7261157631874084,0.508263111114502
17,22499,0.7804381847381592,0.7730432748794556,0.5758398771286011,,,
18,23749,,,,0.7226490378379822,0.7323737740516663,0.5127695798873901
18,23749,0.7831280827522278,0.7749688029289246,0.5790081024169922,,,
19,24999,,,,0.7195695042610168,0.7244783043861389,0.5094360113143921
19,24999,0.7901148796081543,0.7782807350158691,0.5874223709106445,,,
20,26249,,,,0.7316064238548279,0.735750138759613,0.521882176399231
20,26249,0.793775737285614,0.7834081649780273,0.5921089053153992,,,
21,27499,,,,0.7292922735214233,0.7370690703392029,0.5200898051261902
21,27499,0.794506311416626,0.7816829681396484,0.5924891233444214,,,
22,28749,,,,0.7283511757850647,0.7353821396827698,0.5187238454818726
22,28749,0.7981906533241272,0.7871971726417542,0.5969054102897644,,,
23,29999,,,,0.7284834384918213,0.7365775108337402,0.5198845863342285
23,29999,0.8043798804283142,0.7869383096694946,0.6044085621833801,,,
24,31249,,,,0.7325574159622192,0.7348958253860474,0.5221890211105347
24,31249,0.8029321432113647,0.7908179759979248,0.6027228832244873,,,
25,32499,,,,0.7331592440605164,0.7402998208999634,0.5242469310760498
25,32499,0.8043599724769592,0.7888926863670349,0.6039143204689026,,,
26,33749,,,,0.7363085150718689,0.7403279542922974,0.5270764827728271
26,33749,0.8076964616775513,0.7915098071098328,0.6082955002784729,,,
27,34999,,,,0.7350181341171265,0.7406243681907654,0.5259208679199219
27,34999,0.8069368004798889,0.792374849319458,0.6074851751327515,,,
28,36249,,,,0.7344954609870911,0.7402955889701843,0.5253177285194397
28,36249,0.8106970191001892,0.7933433055877686,0.6123955845832825,,,
29,37499,,,,0.7363175749778748,0.7395716905593872,0.5269297957420349
29,37499,0.8092806339263916,0.7934529185295105,0.6102278828620911,,,
