epoch,step,train_F1,train_OA,train_mIoU,val_F1,val_OA,val_mIoU
0,1249,,,,0.4671221673488617,0.5258920788764954,0.23845818638801575
0,1249,0.28394392132759094,0.4689730405807495,0.1879614293575287,,,
1,2499,,,,0.525341808795929,0.5276269316673279,0.2684790790081024
1,2499,0.45242419838905334,0.5164218544960022,0.22913792729377747,,,
2,3749,,,,0.5303639769554138,0.5070444345474243,0.3285071849822998
2,3749,0.4337576627731323,0.5456439256668091,0.25983017683029175,,,
3,4999,,,,0.5483100414276123,0.5489145517349243,0.34367403388023376
3,4999,0.5315171480178833,0.564056932926178,0.3222448527812958,,,
4,6249,,,,0.6032726168632507,0.6026855707168579,0.3858126103878021
4,6249,0.5601622462272644,0.5848468542098999,0.34653350710868835,,,
5,7499,,,,0.5749160647392273,0.5676800608634949,0.3622303009033203
5,7499,0.6010491251945496,0.5967909097671509,0.388184517621994,,,
6,8749,,,,0.526979923248291,0.5036838054656982,0.32862451672554016
6,8749,0.6113417744636536,0.6078901886940002,0.39506039023399353,,,
7,9999,,,,0.6185808777809143,0.6225075125694275,0.4021490216255188
7,9999,0.6141274571418762,0.6152215003967285,0.396583616733551,,,
8,11249,,,,0.5405625104904175,0.6318109035491943,0.4026987552642822
8,11249,0.5456843972206116,0.6240650415420532,0.40646278858184814,,,
9,12499,,,,0.6281405687332153,0.6249642372131348,0.41426950693130493
9,12499,0.5377150177955627,0.6246970295906067,0.39357495307922363,,,
10,13749,,,,0.5440363883972168,0.6222772002220154,0.4049997925758362
10,13749,0.5600575804710388,0.6323656439781189,0.42230886220932007,,,
11,14999,,,,0.5485936999320984,0.599449634552002,0.4190744161605835
11,14999,0.5735385417938232,0.6404780149459839,0.44018805027008057,,,
12,16249,,,,0.5543262958526611,0.6309044361114502,0.4199526607990265
12,16249,0.5746999382972717,0.647564172744751,0.4372447431087494,,,
13,17499,,,,0.559432864189148,0.6320449709892273,0.4208005964756012
13,17499,0.588854968547821,0.6525636315345764,0.45647993683815,,,
14,18749,,,,0.5527533292770386,0.6321629881858826,0.41215425729751587
14,18749,0.5887938141822815,0.655348002910614,0.45441803336143494,,,
15,19999,,,,0.5619499087333679,0.6229677796363831,0.42393559217453003
15,19999,0.5960880517959595,0.6590251922607422,0.46377450227737427,,,
16,21249,,,,0.5731271505355835,0.6437896490097046,0.43707892298698425
16,21249,0.6046720147132874,0.6624629497528076,0.4716791808605194,,,
17,22499,,,,0.5740521550178528,0.6499376893043518,0.433704674243927
17,22499,0.6035374402999878,0.6673718094825745,0.46901434659957886,,,
18,23749,,,,0.5650913119316101,0.6355168223381042,0.4218313992023468
18,23749,0.5960836410522461,0.6694096922874451,0.45641669631004333,,,
19,24999,,,,0.5806812047958374,0.6491835117340088,0.44085821509361267
19,24999,0.6175512671470642,0.6763219237327576,0.4824455678462982,,,
20,26249,,,,0.5826196074485779,0.6548208594322205,0.44296813011169434
20,26249,0.6173509955406189,0.6782206296920776,0.48150235414505005,,,
21,27499,,,,0.5867255330085754,0.6471101641654968,0.44742947816848755
21,27499,0.6210506558418274,0.6815376281738281,0.48840856552124023,,,
22,28749,,,,0.603762686252594,0.6537319421768188,0.46164071559906006
22,28749,0.6292259693145752,0.6858330368995667,0.4972679913043976,,,
23,29999,,,,0.5818838477134705,0.6357110738754272,0.4364353120326996
23,29999,0.6284587979316711,0.6829884052276611,0.49693751335144043,,,
24,31249,,,,0.5969027280807495,0.6514056324958801,0.454062283039093
24,31249,0.6351953148841858,0.6889005303382874,0.5041782259941101,,,
25,32499,,,,0.5964124202728271,0.653285562992096,0.4521642327308655
25,32499,0.6419911980628967,0.6909521222114563,0.5088991522789001,,,
26,33749,,,,0.6023616790771484,0.6558114886283875,0.45853978395462036
26,33749,0.6414612531661987,0.6884665489196777,0.5061929225921631,,,
27,34999,,,,0.6095058917999268,0.6535578966140747,0.46717047691345215
27,34999,0.6453839540481567,0.6944432854652405,0.5147064328193665,,,
28,36249,,,,0.5971855521202087,0.6505165100097656,0.4553745985031128
28,36249,0.6367105841636658,0.6941511631011963,0.5011990666389465,,,
29,37499,,,,0.5900200605392456,0.6392787098884583,0.4477425217628479
29,37499,0.6414766311645508,0.6904004216194153,0.5097780227661133,,,
