epoch,step,train_F1,train_OA,train_mIoU,val_F1,val_OA,val_mIoU
0,1249,,,,0.4965921938419342,0.5158036351203918,0.2604537308216095
0,1249,0.35075467824935913,0.4920929968357086,0.2349471151828766,,,
1,2499,,,,0.5336383581161499,0.53945392370224,0.2855285704135895
1,2499,0.5487873554229736,0.570792555809021,0.3012217879295349,,,
2,3749,,,,0.5897341966629028,0.5911717414855957,0.3292015492916107
2,3749,0.5825400948524475,0.6003875732421875,0.32683059573173523,,,
3,4999,,,,0.4944979250431061,0.5598615407943726,0.3091157078742981
3,4999,0.5417183637619019,0.6258082389831543,0.35418686270713806,,,
4,6249,,,,0.5357567071914673,0.6168082356452942,0.3482222259044647
4,6249,0.5577664971351624,0.6389440298080444,0.3683070242404938,,,
5,7499,,,,0.4742739200592041,0.5461565256118774,0.29264989495277405
5,7499,0.574718177318573,0.6526111364364624,0.3828141689300537,,,
6,8749,,,,0.537498414516449,0.6104400753974915,0.3493017852306366
6,8749,0.5859852433204651,0.6603143215179443,0.3920747935771942,,,
7,9999,,,,0.5237866044044495,0.5960433483123779,0.3339073359966278
7,9999,0.6000471711158752,0.6648051142692566,0.4015730321407318,,,
8,11249,,,,0.5274897217750549,0.5619192123413086,0.3245762586593628
8,11249,0.6192457675933838,0.6743398308753967,0.4170480966567993,,,
9,12499,,,,0.5322071313858032,0.5803026556968689,0.3344592750072479
9,12499,0.6271459460258484,0.6820839643478394,0.4233192205429077,,,
10,13749,,,,0.5347917079925537,0.6022180914878845,0.34129056334495544
10,13749,0.6271004676818848,0.6825505495071411,0.42389753460884094,,,
11,14999,,,,0.6171727776527405,0.6430776715278625,0.4036870002746582
11,14999,0.6411191821098328,0.6897031664848328,0.43547505140304565,,,
12,16249,,,,0.5687857866287231,0.6395400762557983,0.37258872389793396
12,16249,0.6529591083526611,0.6961775422096252,0.44552627205848694,,,
13,17499,,,,0.5905663967132568,0.6456174254417419,0.3903048038482666
13,17499,0.6655853986740112,0.6994189023971558,0.45510637760162354,,,
14,18749,,,,0.582886278629303,0.6186019778251648,0.37376049160957336
14,18749,0.672059178352356,0.7040520310401917,0.4607568383216858,,,
15,19999,,,,0.5199272632598877,0.54816734790802,0.31738054752349854
15,19999,0.6780229210853577,0.7057085633277893,0.4660343825817108,,,
16,21249,,,,0.5719613432884216,0.6290173530578613,0.3747430145740509
16,21249,0.6830282807350159,0.7083461284637451,0.4699864387512207,,,
17,22499,,,,0.6147918701171875,0.64106684923172,0.401699960231781
17,22499,0.6869546175003052,0.71236652135849,0.4750562608242035,,,
18,23749,,,,0.6138602495193481,0.6329512596130371,0.4000799059867859
18,23749,0.6923797726631165,0.7154009938240051,0.4791508913040161,,,
19,24999,,,,0.5761514902114868,0.6055116653442383,0.36783745884895325
19,24999,0.6941865682601929,0.717604398727417,0.4818470776081085,,,
20,26249,,,,0.5766196846961975,0.6386568546295166,0.3784080743789673
20,26249,0.6995647549629211,0.7239260077476501,0.4887527525424957,,,
21,27499,,,,0.6032305955886841,0.6530552506446838,0.3983727991580963
21,27499,0.6981124877929688,0.7203446626663208,0.4862349331378937,,,
22,28749,,,,0.619405210018158,0.6489340662956238,0.40702706575393677
22,28749,0.6999599933624268,0.7244862914085388,0.48814722895622253,,,
23,29999,,,,0.6185173392295837,0.6415210366249084,0.40440407395362854
23,29999,0.708610475063324,0.7263714075088501,0.4957561194896698,,,
24,31249,,,,0.5764657258987427,0.6161470413208008,0.36856240034103394
24,31249,0.7150670289993286,0.7304676175117493,0.5027008056640625,,,
25,32499,,,,0.5822714567184448,0.6233521699905396,0.3760966360569
25,32499,0.7115780711174011,0.7267472147941589,0.497933566570282,,,
26,33749,,,,0.556035578250885,0.5953549742698669,0.3506315350532532
26,33749,0.7126973271369934,0.730294406414032,0.49932342767715454,,,
