epoch,step,train_F1,train_OA,train_mIoU,val_F1,val_OA,val_mIoU
0,1249,,,,0.5225680470466614,0.5989452600479126,0.29537487030029297
0,1249,0.3868703544139862,0.5153930187225342,0.236651211977005,,,
1,2499,,,,0.5316715836524963,0.6235120892524719,0.3460257053375244
1,2499,0.568219780921936,0.6270570158958435,0.3277800381183624,,,
2,3749,,,,0.6345804333686829,0.6847983598709106,0.5097687244415283
2,3749,0.5816524028778076,0.6714584231376648,0.43908360600471497,,,
3,4999,,,,0.6679311990737915,0.6876794099807739,0.5369893312454224
3,4999,0.6529145836830139,0.6948286890983582,0.522204577922821,,,
4,6249,,,,0.6933960914611816,0.6841259598731995,0.5546486377716064
4,6249,0.6806718111038208,0.7132161259651184,0.5443322062492371,,,
5,7499,,,,0.7159421443939209,0.7046461701393127,0.5717692971229553
5,7499,0.7154392600059509,0.7226599454879761,0.5780280828475952,,,
6,8749,,,,0.7044267654418945,0.69034343957901,0.5649327039718628
6,8749,0.7355407476425171,0.7359229326248169,0.5988386869430542,,,
7,9999,,,,0.7405971884727478,0.7170969247817993,0.6047183275222778
7,9999,0.7522270083427429,0.7434298992156982,0.6192077994346619,,,
8,11249,,,,0.7218294739723206,0.7063071727752686,0.58036208152771
8,11249,0.7610167860984802,0.7495654225349426,0.6282052993774414,,,
9,12499,,,,0.7358753681182861,0.7194202542304993,0.5998788475990295
9,12499,0.7655683755874634,0.7540162801742554,0.6334881782531738,,,
10,13749,,,,0.740835428237915,0.7165540456771851,0.6031500697135925
10,13749,0.7694284319877625,0.7591671943664551,0.6358111500740051,,,
11,14999,,,,0.7085543274879456,0.7094233632087708,0.570646345615387
11,14999,0.7800942659378052,0.7655579447746277,0.6492690443992615,,,
12,16249,,,,0.7362774014472961,0.7205007076263428,0.5970757007598877
12,16249,0.7857695817947388,0.7700964212417603,0.6588410139083862,,,
13,17499,,,,0.7470498085021973,0.7292909622192383,0.6123535633087158
13,17499,0.7992616295814514,0.7744090557098389,0.675963282585144,,,
14,18749,,,,0.7362298369407654,0.7342227101325989,0.5968886017799377
14,18749,0.8041955828666687,0.7775059342384338,0.6835997104644775,,,
15,19999,,,,0.754027247428894,0.73844313621521,0.6222729682922363
15,19999,0.8069057464599609,0.7822931408882141,0.6872155666351318,,,
16,21249,,,,0.7499223947525024,0.7442367672920227,0.6202754974365234
16,21249,0.800601065158844,0.7824290990829468,0.6774016618728638,,,
17,22499,,,,0.7441808581352234,0.7347114682197571,0.6039422750473022
17,22499,0.8145625591278076,0.7879378795623779,0.6957756280899048,,,
18,23749,,,,0.7423498034477234,0.7399435639381409,0.6055675745010376
18,23749,0.8112727999687195,0.788852870464325,0.6913310885429382,,,
19,24999,,,,0.728119969367981,0.7300316095352173,0.5890871286392212
19,24999,0.8228847980499268,0.7924832105636597,0.708751380443573,,,
20,26249,,,,0.7604234218597412,0.7429894804954529,0.6275777816772461
20,26249,0.8235434293746948,0.796191394329071,0.709098219871521,,,
21,27499,,,,0.7600568532943726,0.7422249913215637,0.6269605755805969
21,27499,0.8241977095603943,0.7966138124465942,0.7104112505912781,,,
22,28749,,,,0.7590177655220032,0.7504923939704895,0.6236203908920288
22,28749,0.8250390887260437,0.7984461784362793,0.7098539471626282,,,
23,29999,,,,0.7681272029876709,0.7489780187606812,0.6357108354568481
23,29999,0.8337014317512512,0.8025040030479431,0.7236330509185791,,,
24,31249,,,,0.7710721492767334,0.7530831694602966,0.6416045427322388
24,31249,0.8351925611495972,0.8044543862342834,0.7260199785232544,,,
25,32499,,,,0.7708861231803894,0.752799391746521,0.6430545449256897
25,32499,0.8349716663360596,0.805461049079895,0.7251738905906677,,,
26,33749,,,,0.7675007581710815,0.7541781663894653,0.6376305222511292
26,33749,0.8376756906509399,0.808759868144989,0.7296134233474731,,,
27,34999,,,,0.7649226188659668,0.7508457899093628,0.6358806490898132
27,34999,0.8402431011199951,0.8114785552024841,0.7328690886497498,,,
28,36249,,,,0.7701224684715271,0.7558196783065796,0.6415197849273682
28,36249,0.8440648913383484,0.812160849571228,0.7383144497871399,,,
29,37499,,,,0.7722892761230469,0.7563865184783936,0.6449655890464783
29,37499,0.8443649411201477,0.81374192237854,0.7389232516288757,,,
30,38749,,,,0.7724286317825317,0.7601969242095947,0.6423981785774231
30,38749,0.8455010652542114,0.8149564266204834,0.7406284213066101,,,
31,39999,,,,0.7717406153678894,0.758125364780426,0.6417486667633057
31,39999,0.8456493020057678,0.8147435188293457,0.7406100034713745,,,
32,41249,,,,0.7789510488510132,0.7615506649017334,0.6525722742080688
32,41249,0.8484326601028442,0.8162057995796204,0.745107114315033,,,
33,42499,,,,0.7777494192123413,0.7617316246032715,0.6516563296318054
33,42499,0.847968339920044,0.8177198767662048,0.7438499927520752,,,
34,43749,,,,0.7779919505119324,0.7603245377540588,0.6508482694625854
34,43749,0.8501294255256653,0.8205176591873169,0.7467951774597168,,,
35,44999,,,,0.7786927819252014,0.7600306868553162,0.6523324251174927
35,44999,0.8513770699501038,0.8209261298179626,0.7492119073867798,,,
36,46249,,,,0.7787548303604126,0.7614740133285522,0.652748703956604
36,46249,0.8513157367706299,0.8200435638427734,0.7488707900047302,,,
37,47499,,,,0.7808253765106201,0.7621595859527588,0.6548805832862854
37,47499,0.8534425497055054,0.8218685984611511,0.7519993782043457,,,
38,48749,,,,0.7797496914863586,0.7642175555229187,0.6540635824203491
38,48749,0.8537144660949707,0.8231125473976135,0.7520396709442139,,,
39,49999,,,,0.7832619547843933,0.7648366689682007,0.6579428315162659
39,49999,0.8549501299858093,0.8230410814285278,0.7546939849853516,,,
40,51249,,,,0.7815540432929993,0.763976514339447,0.6561919450759888
40,51249,0.8555025458335876,0.8236176371574402,0.7553215622901917,,,
41,52499,,,,0.7811561226844788,0.7641780972480774,0.6556393504142761
41,52499,0.8552922606468201,0.8241531252861023,0.7548587322235107,,,
42,53749,,,,0.7809101343154907,0.7642042636871338,0.6553210616111755
42,53749,0.8569223284721375,0.8249950408935547,0.7574018239974976,,,
43,54999,,,,0.7813423275947571,0.7645543217658997,0.6555371880531311
43,54999,0.8557246327400208,0.8232337832450867,0.7555410265922546,,,
44,56249,,,,0.7819028496742249,0.7652432918548584,0.6566452383995056
44,56249,0.856433093547821,0.82552570104599,0.7563785910606384,,,
